pop,years,Ne
America,150.02933220192182,29923.304497024314
America,151.4189325304352,29923.304497024314
America,152.8214036025869,29649.90885785524
America,154.23686462966288,29621.087511900718
America,155.6654359271062,29476.32430507835
America,157.10723892474505,29197.392381505
America,158.5623961771137,28996.53684412396
America,160.03103137387,28798.494884940927
America,161.51326935030912,28648.572097615215
America,163.0092360979741,28160.402942110704
America,164.51905877536623,27735.91834868381
America,166.04286571875295,27708.19849780161
America,167.5807864530767,27436.715275580118
America,169.13295170296487,27337.960296154655
America,170.6994934038408,27090.552668202778
America,172.2805447131394,26989.8753430861
America,173.87624002162502,26962.515737845966
America,175.486714964815,26970.55328624634
America,177.11210643450886,26810.57948714187
America,178.75255259042353,26907.287345043016
America,180.40819287193827,27010.600755456646
America,182.07916800994624,27169.36313164446
America,183.76562003881708,27228.767450171646
America,185.46769230846996,27169.36313164446
America,187.18552949655793,27090.552668202778
America,188.91927762076665,27003.389447875023
America,190.6690840512252,26810.57948714187
America,192.43509752303302,26907.287345043016
America,194.21746814890264,26603.05711947379
America,196.01634743191858,26481.34119414272
America,197.83188827841641,26481.34119414272
America,199.66424501097933,26481.34119414272
America,201.51357338155583,26394.723426901146
America,203.3800305846982,26041.17907426074
America,205.2637752709252,25964.43894017825
America,207.1649675602069,25863.089546819145
America,209.083769055575,25687.082531154152
America,211.02034285685966,25650.157331108494
America,212.9748535745521,25579.600150786464
America,214.94746734379805,25287.814211134137
America,216.93835183851843,25219.10598173432
America,218.94767628566206,25001.226527764662
America,220.9756114795903,24857.667821835286
America,223.02232979659385,24857.667821835286
America,225.08800520954617,24824.417187557632
America,227.17281330269049,24686.543779783715
America,229.27693128656486,24746.5385694449
America,231.40053801306541,24746.5385694449
America,233.54381399064792,24686.543779783715
America,235.7069413996728,24796.116250853316
America,237.89010410788933,24962.6791269487
America,240.09348768606517,24905.915741606386
America,242.31727942376006,24826.411897269376
America,244.56166834524464,24746.5385694449
America,246.82684522556926,24629.08352100505
America,249.11300260677885,24686.543779783715
America,251.42033481427967,24580.46736219809
America,253.7490379733572,24566.466568944477
America,256.0993100258459,24463.564611586575
America,258.4713507469564,24566.466568944477
America,260.8653617622548,24507.17741347822
America,263.281546564802,24370.1283619002
America,265.7201105324507,24463.564611586575
America,268.1812609453015,24531.782645823892
America,270.6652070033241,24507.17741347822
America,273.1721598441376,24545.891406337767
America,275.7023325609582,24507.17741347822
America,278.25594022071255,24507.17741347822
America,280.8331998823173,24559.673773946644
America,283.43433061513093,24531.782645823892
America,286.0595535175742,24569.834257337225
America,288.7090917359235,24559.673773946644
America,291.3831704832789,24569.834257337225
America,294.08201705870636,24545.891406337767
America,296.8058608665602,24545.891406337767
America,299.5549334359813,24419.70425369084
America,302.3294684405776,24315.549421868513
America,305.1297017182871,24335.426101754427
America,307.9558712914226,24283.253745614045
America,310.8082173869064,24251.786440980864
America,313.68698245668764,24172.184892335124
America,316.59241119835207,24215.82510175096
America,319.52475057592136,23961.676567673436
America,322.4842498408442,23907.13056677379
America,325.4711605531848,23835.922515993632
America,328.48573660300434,23586.77892619031
America,331.5282342319423,23675.02257499533
America,334.59891205499747,23483.282985783553
America,337.69803108250915,23507.843302170073
America,340.8258547423452,23507.843302170073
America,343.98264890229245,22995.416904207188
America,347.1686818926559,22929.96401470936
America,350.3842245290676,22656.117706058583
America,353.62955013550425,22558.180202269123
America,356.90493456752296,22369.064837923885
America,360.210656235707,22442.700016354243
America,363.54699612933183,22442.700016354243
America,366.9142378402494,22189.837618462698
America,370.31266758699275,22189.837618462698
America,373.74257423910643,22100.816301289815
America,377.2042493416998,22100.816301289815
America,380.6979871402284,21934.765784505733
America,384.2240846055061,21844.737546332562
America,387.78284145894577,21556.289057911516
America,391.3745601980384,21416.344252982537
America,394.99954612206426,21182.4868169006
America,398.6581073580439,20916.463760347335
America,402.3505548869293,20600.57208016207
America,406.0772025700365,20422.514070877998
America,409.8383671757261,20146.268140490578
America,413.6343684063273,19702.36815426858
America,417.46552892531344,19444.34519728298
America,421.3321743847289,19119.634674598154
America,425.2346334528682,18744.783094909624
America,429.1732378422157,18246.728195286174
America,433.1483223376398,18053.272124318635
America,437.1602248248502,17421.086650051606
America,441.209286319119,16897.4279812346
America,445.2958509942655,15995.503973430159
America,449.42026621191417,15664.582004825199
America,453.5828825510186,14908.23387857296
America,457.78405383766165,14351.494869181939
America,462.0241371751313,14052.068323499065
America,466.3034929742731,13559.105505366806
America,470.6224849841281,13204.466605964608
America,474.98148032284996,12849.994401290865
America,479.38084950891067,12509.31410532237
America,483.8209664925957,12298.613024811679
America,488.302208687788,12211.477183031113
America,492.8249570040514,12033.444845466613
America,497.38959587900627,11955.277165425196
America,501.99651331100796,11907.454715387928
America,506.64610089212687,11742.726969946376
America,511.3387538414326,11659.970854791554
America,516.0748710385908,11541.351106091754
America,520.854855057766,11386.71659103129
America,525.6791122018419,11301.153409659386
America,530.5480525369574,11130.650350097916
America,535.4620899273607,11093.485886862944
America,540.4216420705915,10983.364276378088
America,545.4271305329836,10922.507614518774
America,550.4789807854967,10898.837907667616
America,555.5776222398878,10866.423712591048
America,560.7234882852033,10772.626655720798
America,565.9170163246242,10679.026254492754
America,571.1586478126435,10617.56460845712
America,576.4488282925873,10404.469561957028
America,581.7880074344936,10394.113718290024
America,587.1766390733255,10363.608037147029
America,592.6151812475553,10210.196793252424
America,598.1040962380944,10205.244579871804
America,603.6438506075863,10186.749713418607
America,609.2349152400711,9965.069117318917
America,614.8777653810023,9897.940878317988
America,620.57288067765,9875.555530207268
America,626.3207452198692,9836.312271747585
America,632.1218475812448,9756.842569787666
America,637.9766808606282,9696.333051485348
America,643.885742724042,9508.396995850671
America,649.8495354469889,9431.366347163901
America,655.8685659571435,9379.32863492447
America,661.9433458774395,9169.725556473179
America,668.0743915695615,9117.944317949446
America,674.2622241778341,8897.812185430772
America,680.5073696735207,8754.954598107935
America,686.8103588995307,8711.940218472242
America,693.1717276155407,8656.647646757654
America,699.5920165435374,8503.306020523054
America,706.0717714137772,8356.572083754145
America,712.6115430111745,8246.841806771148
America,719.2118872221192,8082.799061948541
America,725.8733650817254,7939.149359378802
America,732.596542821523,7703.270958540141
America,739.3819919175867,7412.188821268155
America,746.2302891391108,7217.2304348582675
America,753.1420165974376,6996.393076875211
America,760.117761795533,6867.505041206374
America,767.1581176779302,6699.8009997646195
America,774.263682681127,6452.653716304625
America,781.4350607844542,6309.859507935638
America,788.6728615614156,6144.334752075217
America,795.9777002314985,6084.255401896828
America,803.3501977124735,5950.923946122124
America,810.7909806731686,5871.521709495117
America,818.3006815867388,5747.33756620428
America,825.8799387844272,5677.449812665718
America,833.5293965098195,5591.788811178039
America,841.2497049736118,5541.624071100907
America,849.0415204088747,5526.489094762319
America,856.9055051268347,5502.203572186645
America,864.8423275731726,5494.195403580443
America,872.8526623848379,5485.475583017111
America,880.9371904473991,5467.637820392401
America,889.0965989529158,5453.708051808517
America,897.3315814583519,5413.714729042357
America,905.6428379445294,5378.10895841141
America,914.0310748756232,5372.614872714071
America,922.4970052592174,5340.55869900978
America,931.0413487069075,5279.630099900574
America,939.664831495469,5260.792283086776
America,948.3681866285928,5242.452171035629
America,957.1521538991865,5227.069543739155
America,966.0174799522646,5204.009061378795
America,974.9649183484086,5183.532190805541
America,983.9952296278227,5180.613570197087
America,993.1091813749802,5135.40917788071
America,1002.3075482838655,5122.548489995563
America,1011.5911122238298,5111.049639319272
America,1020.9606623060466,5098.549437357522
America,1030.4169949505874,5070.708892898358
America,1039.9609139541203,5040.437989223436
America,1049.5932305582278,5016.603943786906
America,1059.31476351837,4973.505381782625
America,1069.126339173476,4907.015567802179
America,1079.0287915161834,4871.833793081349
America,1089.0229622637305,4850.961647618407
America,1099.1097009294972,4793.223946500548
America,1109.2898648952228,4770.147503211905
America,1119.5643194838783,4701.474680893265
America,1129.9339380332217,4653.969162935178
America,1140.399601970033,4611.796301411709
America,1150.9622008850324,4511.620652752044
America,1161.6226326085018,4455.644483721106
America,1172.3818032865984,4385.233457350918
America,1183.240627458378,4322.456778992303
America,1194.2000281335324,4277.988442539361
America,1205.2609368708424,4144.677737588417
America,1216.424293857368,4078.7848335215795
America,1227.691047988359,3831.773567106142
America,1239.0621569479156,3743.5186406700805
America,1250.5385872903914,3393.2206229082076
America,1262.1213145225472,3088.4990514257333
America,1273.8113231864784,2893.929645887333
America,1285.6096069432965,2821.0471050032093
America,1297.5171686575868,2777.1208900829815
America,1309.5350204826677,2640.324369392427
America,1321.6641839466051,2516.584418383758
America,1333.9056900390588,2451.0324685919395
America,1346.260579298911,2336.3421331735544
America,1358.7299019027091,2284.457568070559
America,1371.3147177539456,2218.5203358825092
America,1384.0160965731316,2167.6149961177007
America,1396.8351179887397,2130.478693032126
America,1409.7728716289676,2109.5103509175296
America,1422.8304572143518,2083.5726738530125
America,1436.0089846512606,2050.2226017007333
America,1449.3095741262166,2046.5252524182065
America,1462.73335620113,2040.1758545692264
America,1476.281471909391,2033.0480845047
America,1489.9550728528538,2025.1956876975078
America,1503.7553212997384,2022.0492297702638
America,1517.6833902834053,2017.9274838679903
America,1531.7404637020798,2013.9983078807
America,1545.9277364194786,2013.9983078807
America,1560.246414366368,2013.9983078807
America,1574.6977146430868,2011.4622368763319
America,1589.2828656229779,2011.4622368763319
America,1604.0031070568198,2010.6693668549642
America,1618.8596901781991,2010.6693668549642
America,1633.8538778098603,2010.6693668549642
America,1648.9869444710648,2010.6693668549642
America,1664.2601764859035,2008.5540168572381
America,1679.674872092653,2005.7827511834603
America,1695.2323415541214,2004.2295312770439
America,1710.9339072690134,2004.2295312770439
America,1726.780903884356,2004.2295312770439
America,1742.774678408919,2008.5540168572381
America,1758.9165903277326,2011.4622368763319
America,1775.2080117176358,2013.9983078807
America,1791.6503273638994,2017.9274838679903
America,1808.2449348779517,2020.4877355008375
America,1824.9932448161524,2022.0492297702638
America,1841.8966807997108,2025.1956876975078
America,1858.9566796356883,2025.1956876975078
America,1876.1746914391194,2025.1956876975078
America,1893.5521797562951,2029.7429115409398
America,1911.0906216891378,2029.7429115409398
America,1928.7915080207777,2029.7429115409398
America,1946.6563433422632,2029.7429115409398
America,1964.6866461804445,2037.5304441353228
America,1982.8839491270714,2040.1758545692264
America,2001.249798969037,2050.2226017007333
America,2019.7857568198785,2066.316649036713
America,2038.4933982524642,2105.0591677330476
America,2057.3743134329115,2122.9240965424697
America,2076.4301072557746,2130.478693032126
America,2095.662399480433,2132.926971968077
America,2115.0728248687947,2167.1698564204435
America,2134.6630333242456,2188.7854336292658
America,2154.434690031882,2230.6636619371266
America,2174.3894756000795,2268.0242504311686
America,2194.5290862033135,2284.4749357666487
America,2214.855233726359,2323.903835829743
America,2235.3696459097964,2369.0559651237227
America,2256.0740664968594,2431.4216984332534
America,2276.97025538168,2523.546275238433
America,2298.059988758851,2633.5999365497223
America,2319.3450592744275,2844.3971093085565
America,2340.827276178294,3285.7783875422315
America,2362.508465477945,3442.4176083834063
America,2384.39047009372,3669.0578982188654
America,2406.475150015424,3835.9466499104
America,2428.76438246045,4107.275134738128
America,2451.2600620333396,4455.98811061139
America,2473.9641008868116,4695.417197476375
America,2496.8784288843267,4982.525724827069
America,2520.004993764092,5365.360468729873
America,2543.345761304648,6070.02903064288
America,2566.9027154919518,6401.777667340079
America,2590.677858688006,6472.175102691517
America,2614.673211801092,6702.13305941618
America,2638.8908144575103,6900.8236875022
America,2663.3327251749806,7224.419575279011
America,2688.0010215376074,7543.769587280876
America,2712.897800372464,7765.430016485043
America,2738.0251779278574,7923.91022612867
America,2763.3852900531697,8060.923794730128
America,2788.9802923804396,8270.291733469016
America,2814.812360507581,8346.778148037465
America,2840.883690183301,8442.357706610204
America,2867.1964974937696,8562.225683303743
America,2893.75301905095,8832.313998018533
America,2920.555512182745,9068.328668196566
America,2947.6062551248588,9109.689671523396
America,2974.907547214441,9250.576816307072
America,3002.4617090855495,9357.0529666004
America,3030.2710828663962,9357.0529666004
America,3058.3380323784318,9510.002939576614
America,3086.6649433372745,9559.70670927519
America,3115.254223555488,9581.10956843333
America,3144.108303147265,9651.443944207844
America,3173.229634734976,9851.48130409784
America,3202.62069365765,10033.349834768782
America,3232.2839781813805,10213.778373989477
America,3262.2220097116697,10221.274398217247
America,3292.4373330077688,10340.44045493277
America,3322.9325163989715,10713.085419600127
America,3353.7101520029287,11016.410596608092
America,3384.772855945983,11070.339265781939
America,3416.1232685855284,11365.479714004206
America,3447.764054734464,11456.937143137982
America,3479.697903887691,11451.361106977967
America,3511.9275304507273,11456.937143137982
America,3544.4556739704353,11524.394096210217
America,3577.285099367873,11524.394096210217
America,3610.4185971733373,11496.814872472754
America,3643.8589837635445,11451.361106977967
America,3677.6091016010305,11394.623943369977
America,3711.671819475767,11414.881868024957
America,3746.050032748993,11387.044122086485
America,3780.746663599349,11387.044122086485
America,3815.7646612712483,11189.860195366058
America,3851.107002325569,11310.5911413896
America,3886.7766908926674,11055.003255436382
America,3922.7767589277196,11007.795485094208
America,3959.110266468459,10821.920128399343
America,3995.7803018952695,10496.385823136723
America,4032.7899821937053,10347.6174268929
America,4070.142453219439,10347.6174268929
America,4107.840889965647,10404.908520170473
America,4145.888496832911,10347.6174268929
America,4184.288507901584,10297.156971718308
America,4223.044187206672,10270.039364303473
America,4262.158829015325,10242.10609157119
America,4301.635758106795,10278.683374548134
America,4341.478330055092,10316.29225157317
America,4381.6899315141945,10316.29225157317
America,4422.273980505896,10404.908520170473
America,4463.233926710397,10599.477327271923
America,4504.573251759459,10692.178461937649
America,4546.2954695324,10692.178461937649
America,4588.404126454761,10705.65632695492
America,4630.902801799737,10680.236383561383
America,4673.795107992463,10651.392107999874
America,4717.084690917017,10692.178461937649
America,4760.775230226368,10680.236383561383
America,4804.870439655134,10640.121943947383
America,4849.374067335233,10640.121943947383
America,4894.289896114531,10680.236383561383
America,4939.621743878321,10723.724226954646
America,4985.373463873893,10746.742360742759
America,5031.548945038056,10787.16477190519
America,5078.152112327671,10810.34546451451
America,5125.1869270533325,10787.16477190519
America,5172.657387216019,10857.033016106307
America,5220.567527846975,10861.558188641095
America,5268.921421350677,10861.558188641095
America,5317.723177850967,10896.12800013234
America,5366.976945540476,10934.758128727928
America,5416.686911033152,10984.165384226368
America,5466.857299720181,10968.44928114885
America,5517.492376129128,10984.165384226368
America,5568.596444286409,11007.795485094208
America,5620.173848083187,10997.122522384787
America,5672.228971644543,10997.122522384787
America,5724.766239702178,11007.795485094208
America,5777.790117970507,11031.185334803793
America,5831.305113526219,10997.122522384787
America,5885.3157751914505,11011.335814469116
America,5939.826693920357,11011.335814469116
America,5994.842503189409,11031.185334803793
America,6050.367879391224,11040.258200968883
America,6106.407542232037,11098.178696597344
America,6162.966255132942,11184.272683293211
America,6220.048825634712,11229.984170198175
America,6277.6601058065,11278.238122811199
America,6335.8049926582535,11278.238122811199
America,6394.488428556936,11362.31286893882
America,6453.715401646701,11371.801424717076
America,6513.490946272802,11422.359808693684
America,6573.8201434095845,11443.984244712552
America,6634.708121092351,11451.485197698152
America,6696.160054853215,11488.221307659573
America,6758.18116816111,11558.305695263363
America,6820.7767328656855,11578.64261290613
America,6883.952069645496,11589.33745027797
America,6947.712548460239,11598.835210003552
America,7012.063589007176,11623.956722276922
America,7077.010661181889,11610.765100920678
America,7142.559285543126,11610.765100920678
America,7208.715033782135,11579.823279335134
America,7275.483529196233,11570.891996372258
America,7342.870447166758,11554.974700867057
America,7410.881515641569,11545.150174264832
America,7479.522515621821,11499.66176930048
America,7548.7992816534315,11471.157251301556
America,7618.717702322999,11432.653901526945
America,7689.283720758305,11432.653901526945
America,7760.5033351335705,11420.602981512173
America,7832.382599179196,11400.647049841009
America,7904.927622696421,11400.647049841009
America,7978.14457207663,11371.801424717076
America,8052.03967082547,11333.404222146532
America,8126.6192000919455,11293.269587288141
America,8201.889499202203,11259.011661777753
America,8277.856966198473,11215.98090199625
America,8354.528058382872,11179.322079898075
America,8431.90929286625,11146.656893480038
America,8510.007247122247,11081.467899942909
America,8588.82855954625,11061.557558908611
America,8668.379930019773,11030.732947435132
America,8748.668120479913,11006.01630681011
America,8829.699955494081,10908.971018673594
America,8911.4823228402,10883.921498602
America,8994.022174092044,10871.84563825017
America,9077.326525210223,10859.549216341531
America,9161.402457138522,10831.907885904755
America,9246.257116405734,10768.751627714897
America,9331.897715733237,10687.218650123341
America,9418.33153464795,10574.545839001905
America,9505.56592010119,10564.815141444516
America,9593.608287093146,10494.845375473196
America,9682.466119303122,10453.28039603228
America,9772.146969725723,10442.418717727793
America,9862.65846131282,10404.052716611654
America,9954.008287621518,10366.829921497012
America,10046.20421346813,10091.769307064063
America,10139.254075588142,9880.82776553051
America,10233.16578330245,9815.714139041826
America,10327.947319189525,9664.821154893332
America,10423.60673976401,9560.247181967203
America,10520.15217616159,9318.57809385847
America,10617.59183482999,9121.983577566942
America,10715.933998226712,8955.164008787497
America,10815.187025522891,8844.066822582008
America,10915.35935331391,8716.51098770048
America,11016.459496336569,8520.616384701338
America,11118.496048192697,8398.145940926479
America,11221.477682079802,8307.094330861064
America,11325.413151528126,8198.901286183966
America,11430.311291144786,8138.097588899097
America,11536.181017364785,8087.109593636813
America,11643.031329208758,8022.198367284882
America,11750.871309048076,7965.260438267684
America,11859.710123376706,7871.605264189309
America,11969.557023590429,7827.2754219167555
America,12080.42134677329,7797.941531883498
America,12192.312516491094,7765.101303295551
America,12305.240043592616,7740.950066739055
America,12419.213527017846,7706.938944770468
America,12534.242654613994,7658.915924338218
America,12650.337203959038,7638.852351225922
America,12767.507043192643,7590.839965555101
America,12885.76213185518,7575.8310071799715
America,13005.112521734098,7552.433038678939
America,13125.568357718426,7512.611804672215
America,13247.139878661175,7489.997819122453
America,13369.837418249452,7478.424555669784
America,13493.671405883064,7454.439481081432
America,13618.652367560828,7442.8446065575445
America,13744.790926775366,7433.041553785967
America,13872.09780541621,7410.27821824154
America,14000.58382468096,7392.42764072765
America,14130.259905995335,7379.437437492691
America,14261.137071941297,7366.107890004761
America,14393.226447194065,7337.417932144276
America,14526.539259467812,7303.924162811247
America,14661.086840469829,7287.868649827691
America,14796.880626863964,7281.641466377511
America,14933.932161242534,7243.878162110259
America,15072.253093107554,7219.062458979579
America,15211.855179861048,7199.321612782678
America,15352.75028780421,7190.88410883269
America,15494.950393146315,7178.120719258717
America,15638.467583022477,7130.292965748798
America,15783.314056521198,7125.130633002504
America,15929.50212572123,7110.791520303848
America,16077.04421673822,7088.558426108209
America,16225.952870780871,7066.720131375466
America,16376.24074521689,7060.5874935665215
America,16527.920614648974,7040.613437161356
America,16681.005372000593,7019.34277673456
America,16835.508029612007,7014.307656810148
America,16991.441720346258,6989.013282120966
America,17148.819698705407,6977.529434479209
America,17307.655341957274,6959.268593433442
America,17467.962151272455,6942.356991551109
America,17629.75375287204,6916.031731713333
America,17793.04389918577,6911.689818074872
America,17957.84647002097,6885.530543226394
America,18124.175473742394,6866.226008632195
America,18292.04504846294,6852.63242724962
America,18461.469463245456,6843.746561342101
America,18632.4631193156,6826.454995977125
America,18805.040551285834,6812.9019908957625
America,18979.21642839103,6797.565284750079
America,19155.00555573528,6781.361063872368
America,19332.42287555043,6763.356881182764
America,19511.483468466162,6749.235322355791
America,19692.202554791733,6734.52307450002
America,19874.59549580986,6733.544135473871
America,20058.677795082338,6728.650784064674
America,20244.46509976802,6728.384798299267
America,20431.973201952704,6706.137427055033
America,20621.218039991443,6700.173946257359
America,20812.215699863413,6700.966783933463
America,21004.98241653915,6700.173946257359
America,21199.53457536069,6697.456706017311
America,21395.888713434215,6693.82038800941
America,21594.061521035674,6688.061484365861
America,21794.06984302958,6688.061484365861
America,21995.930680300746,6693.82038800941
America,22199.661191199524,6697.456706017311
America,22405.27869300018,6697.456706017311
America,22612.800663372793,6688.061484365861
America,22822.244741869006,6683.608614691273
America,23033.62873142131,6682.833962061284
America,23246.970599856457,6683.608614691273
America,23462.288481422627,6682.833962061284
America,23679.60067833079,6682.833962061284
America,23898.92566231053,6682.833962061284
America,24120.282076180072,6682.833962061284
America,24343.688735431082,6683.608614691273
America,24569.1646298279,6683.608614691273
America,24796.7289250216,6683.608614691273
America,25026.400964179218,6683.608614691273
America,25258.200269627847,6696.10240483484
America,25492.146544514202,6696.10240483484
America,25728.25967447932,6696.10240483484
America,25966.559729348723,6696.10240483484
America,26207.06696483855,6696.10240483484
America,26449.801824277198,6698.2845636845395
America,26694.78494034318,6701.566111328076
America,26942.03713681882,6703.418935689934
America,27191.579430360187,6707.789979084595
America,27443.43303228368,6714.47216236691
America,27697.619350368906,6729.622741343686
America,27954.159990678534,6733.544135473871
America,28213.076759394706,6741.130325990478
America,28474.391664672476,6747.129996428356
America,28738.12691851069,6753.227194372106
America,29004.304938639914,6784.7699162741865
America,29272.94835042813,6789.7705634633185
America,29544.0799888038,6809.397600923125
America,29817.72290019673,6847.301809932307
America,30093.90034449724,6857.4931963962135
America,30372.635797033116,6881.782898529691
America,30653.952950565235,6895.123729308093
America,30937.875717301366,6914.780006069602
America,31224.428230928577,6926.608171574184
America,31513.634848664828,6968.373502900813
America,31805.5201533292,6982.715539244591
America,32100.108955431686,7008.408725938743
America,32397.426295281955,7032.224671183023
America,32697.497445117682,7068.718835496873
America,33000.34791125289,7099.124611081164
America,33306.00343624588,7117.876246913207
America,33614.490001087615,7127.917314416438
America,33925.833827409915,7150.508197053265
America,34240.06137971425,7186.845037828492
America,34557.199367621426,7217.902365224385
America,34877.274748141775,7231.318099216478
America,35200.314727966754,7247.443687160801
America,35526.34676578139,7258.138080775713
America,35855.39857459817,7282.967243244706
America,36187.49812411284,7293.386769677233
America,36522.673643081755,7302.126177172951
America,36860.95362172154,7327.219883087073
America,37202.36681413066,7329.520930941242
America,37546.94224073336,7339.290551909957
America,37894.70919074671,7340.37583320065
America,38245.69722466999,7359.34607463753
America,38599.93617679763,7359.34607463753
America,38957.456157755005,7375.371487118286
America,39318.2875570577,7387.302433378094
America,39682.46104569486,7389.475971184307
America,40050.00757873611,7407.184952489935
America,40420.95839796302,7408.268782758465
America,40795.345034524486,7414.744325553313
America,41173.19931161679,7443.981265950597
America,41554.55334718879,7446.46582377286
America,41939.43955667186,7447.843821864859
America,42327.89065573544,7462.001398997756
America,42719.939663067766,7476.987608405669
America,43115.61990318228,7488.987245655424
America,43514.96500925054,7506.442139794233
America,43918.00892596086,7508.458946617662
America,44324.78591240392,7511.156710736732
America,44735.33054498463,7517.778617581978
America,45149.67772036102,7521.534054945499
America,45567.86265841068,7533.955431054751
America,45989.92090522438,7551.475112669663
America,46415.888336127726,7557.492471656235
America,46845.80115873046,7566.359228628712
America,47279.69591600391,7586.079853782718
America,47717.60948938751,7610.566065939502
America,48159.57910192351,7645.183407313959
America,48605.64232142129,7713.445797851084
America,49055.837063650455,7774.964673670644
America,49510.201595563514,7813.056393381983
America,49968.77453854889,7914.061156654603
America,50431.59487171359,8006.888845922257
America,50898.70193519674,8217.514661620939
America,51370.13543351338,8386.764072015125
America,51845.935438929126,9054.880453264104
America,52326.14239486667,10233.395181377482
America,52810.79711934331,11578.904845894285
America,53299.94080844082,12684.049820942193
America,53793.61503980697,13193.021314295012
America,54291.86177618943,13430.450224109973
America,54794.723369002924,13575.285145467682
America,55302.242561929,13646.242569582208
America,55814.462494549545,13747.971993868996
America,56331.42670601352,13861.969756843606
America,56853.179138737534,13875.330508901548
America,57379.764142141394,13912.717044368008
America,57911.22647641758,13974.691465610218
America,58447.61131633625,14019.729063117997
America,58988.96425508493,14045.205131830007
America,59535.3313081437,14066.2094332694
America,60086.75891719693,14076.613087857622
America,60643.29395408062,14084.033892485651
America,61204.9837247669,14084.033892485651
America,61771.87597338488,14102.91517025873
America,62344.01888627864,14118.482836896063
America,62921.46109610351,14132.508428413117
America,63504.25168595962,14141.261725036511
America,64092.44019356444,14146.911687680731
America,64686.07661546321,14152.178679715496
America,65285.21141127848,14152.178679715496
America,65889.89550799956,14155.502669591759
America,66500.18030431119,14164.236997611995
America,67116.11767496273,14164.236997611995
America,67737.75997517745,14166.016918600179
America,68365.16004510238,14178.064553327311
America,68998.37121430025,14183.057385397597
America,69637.44730628222,14189.453407189743
America,70282.44264308337,14189.453407189743
America,70933.41204987989,14196.038051063906
America,71590.41085964888,14196.833533658362
America,72253.49491787222,14197.793047418696
America,72922.72058728313,14197.793047418696
America,73598.14475265756,14197.793047418696
America,74279.8248256491,14198.245631720236
America,74967.81874966876,14199.224998734355
America,75662.18500481061,14199.224998734355
America,76362.98261282241,14199.961757299927
America,77070.27114212287,14200.633216399483
America,77784.11071286481,14200.633216399483
America,78504.56200204509,14200.633216399483
America,79231.68624866262,14200.633216399483
America,79965.54525892346,14200.633216399483
America,80706.2014114949,14205.501009707554
America,81453.71766280736,14205.501009707554
America,82208.1575524054,14205.501009707554
America,82969.58520834915,14205.501009707554
America,83738.0653526649,14205.501009707554
America,84513.66330684704,14205.501009707554
America,85296.44499741016,14208.9309380489
America,86086.47696149244,14208.9309380489
America,86883.82635251193,14208.9309380489
America,87688.56094587427,14205.501009707554
America,88500.74914473438,14205.501009707554
America,89320.45998580959,14205.501009707554
America,90147.76314524916,14205.501009707554
America,90982.72894455567,14201.980846491522
America,91825.42835656281,14201.980846491522
America,92675.93301146882,14205.501009707554
America,93534.31520292377,14208.9309380489
America,94400.64789417604,14208.9309380489
America,95275.004724273,14208.9309380489
America,96157.46001432097,14205.501009707554
America,97048.08877380307,14201.980846491522
America,97946.96670695386,14200.633216399483
America,98854.17021919573,14200.633216399483
America,99769.77642363212,14201.980846491522
America,100693.86314760271,14201.980846491522
America,101626.50893929951,14201.980846491522
America,102567.79307444207,14200.631956408242
America,103517.79556301761,14200.631956408242
America,104476.59715608052,14199.224998734355
America,105444.27935261684,14200.631956408242
America,106420.92440647246,14200.631956408242
America,107406.61533334323,14198.245631720236
America,108401.43591783309,14197.793047418696
America,109405.47072057435,14197.793047418696
America,110418.80508541601,14196.038051063906
America,111441.5251466788,14194.577873582859
America,112473.71783647507,14166.016918600179
America,113515.4708920999,14166.016918600179
America,114566.87286348725,14175.32936285163
America,115628.01312073754,14175.32936285163
America,116698.98186171474,14164.236997611995
America,117779.8701197118,14164.236997611995
America,118870.76977119033,14164.236997611995
America,119971.77354358856,14160.820333987334
America,121082.97502320394,14155.502669591759
America,122204.46866314886,14155.502669591759
America,123336.34979137746,14155.502669591759
America,124478.7146187906,14152.178679715496
America,125631.66024741215,14150.479393966929
America,126795.2846786434,14150.479393966929
America,127969.68682159416,14146.911687680731
America,129154.96650148828,14142.526778777996
America,130351.2244681509,14142.526778777996
America,131558.56240457052,14137.051426068188
America,132777.08293554292,14132.84379707174
America,134006.88963639506,14132.84379707174
America,135248.0870417874,14132.84379707174
America,136500.78065460137,14132.84379707174
America,137765.0769549055,14132.84379707174
America,139041.08340900694,14132.84379707174
America,140328.9084785873,14132.84379707174
America,141628.66162991972,14132.84379707174
America,142940.4533431761,14132.84379707174
America,144264.39512181588,14132.84379707174
America,145600.59950206487,14132.84379707174
America,146949.18006248173,14132.84379707174
America,148310.2514336103,14137.051426068188
America,149683.92930772554,14132.508428413117
America,151070.33044866554,14132.508428413117
America,152469.57270175728,14132.508428413117
America,153881.77500383463,14132.508428413117
America,155307.05739334584,14132.508428413117
America,156745.5410205595,14132.508428413117
America,158197.34815786013,14132.508428413117
America,159662.6022101425,14132.508428413117
America,161141.42772530197,14132.508428413117
America,162633.95040481904,14132.508428413117
America,164140.29711444664,14132.508428413117
America,165660.5958949915,14132.508428413117
America,167194.97597319918,14132.508428413117
America,168743.56777273756,14132.508428413117
America,170306.50292528427,14132.508428413117
America,171883.91428171456,14132.508428413117
America,173475.93592339326,14132.508428413117
America,175082.7031735727,14132.508428413117
America,176704.35260889467,14132.508428413117
