pop,years,Ne
Africa,1841.8966807997108,14965.27688305571
Africa,1858.9566796356883,14917.573542781334
Africa,1876.1746914391194,14805.07877089798
Africa,1893.5521797562951,14688.967007277377
Africa,1911.0906216891378,14576.797505914474
Africa,1928.7915080207777,14386.003899790087
Africa,1946.6563433422632,14340.934608336716
Africa,1964.6866461804445,14271.031917735141
Africa,1982.8839491270714,14142.142391479969
Africa,2001.249798969037,14052.141155699075
Africa,2019.7857568198785,13946.782441901487
Africa,2038.4933982524642,13872.037174400453
Africa,2057.3743134329115,13847.310466491183
Africa,2076.4301072557746,13847.310466491183
Africa,2095.662399480433,13820.078705981196
Africa,2115.0728248687947,13797.25364509413
Africa,2134.6630333242456,13766.555998647775
Africa,2154.434690031882,13766.555998647775
Africa,2174.3894756000795,13736.013262985653
Africa,2194.5290862033135,13711.624241568768
Africa,2214.855233726359,13673.321455077428
Africa,2235.3696459097964,13655.535427478146
Africa,2256.0740664968594,13625.258597226057
Africa,2276.97025538168,13559.54253217823
Africa,2298.059988758851,13550.72860064589
Africa,2319.3450592744275,13558.624536724506
Africa,2340.827276178294,13526.619136003646
Africa,2362.508465477945,13494.516647212902
Africa,2384.39047009372,13505.091535953066
Africa,2406.475150015424,13505.091535953066
Africa,2428.76438246045,13455.408966851677
Africa,2451.2600620333396,13380.094412822324
Africa,2473.9641008868116,13412.630275033407
Africa,2496.8784288843267,13380.094412822324
Africa,2520.004993764092,13340.123283348923
Africa,2543.345761304648,13312.180600252574
Africa,2566.9027154919518,13271.83370718189
Africa,2590.677858688006,13214.67706857648
Africa,2614.673211801092,13200.36066575882
Africa,2638.8908144575103,13200.36066575882
Africa,2663.3327251749806,13214.67706857648
Africa,2688.0010215376074,13189.691697969047
Africa,2712.897800372464,13182.069569761072
Africa,2738.0251779278574,13172.886149734033
Africa,2763.3852900531697,13108.483950077229
Africa,2788.9802923804396,13100.909683947872
Africa,2814.812360507581,13117.07336289456
Africa,2840.883690183301,13045.39111149942
Africa,2867.1964974937696,12979.155665740822
Africa,2893.75301905095,12960.94496746613
Africa,2920.555512182745,12954.88091557358
Africa,2947.6062551248588,12911.822677211396
Africa,2974.907547214441,12865.328455851344
Africa,3002.4617090855495,12865.328455851344
Africa,3030.2710828663962,12865.328455851344
Africa,3058.3380323784318,12847.938480849265
Africa,3086.6649433372745,12852.391900278657
Africa,3115.254223555488,12889.64169712453
Africa,3144.108303147265,12977.709208379063
Africa,3173.229634734976,12980.318074554443
Africa,3202.62069365765,13000.597212101948
Africa,3232.2839781813805,13023.192560317078
Africa,3262.2220097116697,13035.377281897208
Africa,3292.4373330077688,13068.542376079415
Africa,3322.9325163989715,12980.318074554443
Africa,3353.7101520029287,12974.05418368562
Africa,3384.772855945983,12986.704324491
Africa,3416.1232685855284,12994.343125334948
Africa,3447.764054734464,12986.704324491
Africa,3479.697903887691,12986.704324491
Africa,3511.9275304507273,12980.318074554443
Africa,3544.4556739704353,12960.29796683973
Africa,3577.285099367873,12966.36201873228
Africa,3610.4185971733373,12974.05418368562
Africa,3643.8589837635445,12966.36201873228
Africa,3677.6091016010305,12960.29796683973
Africa,3711.671819475767,12922.992009275487
Africa,3746.050032748993,12922.992009275487
Africa,3780.746663599349,12890.604688310432
Africa,3815.7646612712483,12906.756329136366
Africa,3851.107002325569,12890.604688310432
Africa,3886.7766908926674,12890.604688310432
Africa,3922.7767589277196,12854.47546995067
Africa,3959.110266468459,12866.291447037245
Africa,3995.7803018952695,12906.756329136366
Africa,4032.7899821937053,12891.406496227457
Africa,4070.142453219439,12866.291447037245
Africa,4107.840889965647,12854.302789208865
Africa,4145.888496832911,12854.47546995067
Africa,4184.288507901584,12866.291447037245
Africa,4223.044187206672,12891.406496227457
Africa,4262.158829015325,12922.992009275487
Africa,4301.635758106795,12947.222550294056
Africa,4341.478330055092,12957.195357628098
Africa,4381.6899315141945,12994.343125334948
Africa,4422.273980505896,13039.794994482669
Africa,4463.233926710397,13128.892317929098
Africa,4504.573251759459,13180.497419527908
Africa,4546.2954695324,13184.182105432184
Africa,4588.404126454761,13219.18305717548
Africa,4630.902801799737,13260.85650457258
Africa,4673.795107992463,13344.914557951077
Africa,4717.084690917017,13377.05094445153
Africa,4760.775230226368,13387.486798612299
Africa,4804.870439655134,13471.013177478311
Africa,4849.374067335233,13497.668585056294
Africa,4894.289896114531,13497.668585056294
Africa,4939.621743878321,13628.182609968559
Africa,4985.373463873893,13713.147388530255
Africa,5031.548945038056,13738.851872415311
Africa,5078.152112327671,13761.742029612904
Africa,5125.1869270533325,13767.323219429902
Africa,5172.657387216019,13798.209767927277
Africa,5220.567527846975,13791.655658674543
Africa,5268.921421350677,13829.433963698688
Africa,5317.723177850967,13829.433963698688
Africa,5366.976945540476,13809.501316395479
Africa,5416.686911033152,13849.53639531394
Africa,5466.857299720181,13899.451485496214
Africa,5517.492376129128,13902.080411931704
Africa,5568.596444286409,13898.183936553563
Africa,5620.173848083187,13898.183936553563
Africa,5672.228971644543,13898.183936553563
Africa,5724.766239702178,13909.034649048006
Africa,5777.790117970507,13902.080411931704
Africa,5831.305113526219,13920.002297101504
Africa,5885.3157751914505,13929.788796314693
Africa,5939.826693920357,13960.061267723166
Africa,5994.842503189409,13963.468719698754
Africa,6050.367879391224,13933.624751320676
Africa,6106.407542232037,13955.651312846145
Africa,6162.966255132942,13929.788796314693
Africa,6220.048825634712,13920.002297101504
Africa,6277.6601058065,13920.002297101504
Africa,6335.8049926582535,13910.783451102732
Africa,6394.488428556936,13910.783451102732
Africa,6453.715401646701,13929.788796314693
Africa,6513.490946272802,13929.788796314693
Africa,6573.8201434095845,13933.624751320676
Africa,6634.708121092351,13944.074372131417
Africa,6696.160054853215,13960.061267723166
Africa,6758.18116816111,13955.651312846145
Africa,6820.7767328656855,13944.074372131417
Africa,6883.952069645496,13920.002297101504
Africa,6947.712548460239,13903.829213986432
Africa,7012.063589007176,13897.525798478608
Africa,7077.010661181889,13899.451485496214
Africa,7142.559285543126,13887.648057375776
Africa,7208.715033782135,13762.038546806765
Africa,7275.483529196233,13734.860462056007
Africa,7342.870447166758,13713.953045001024
Africa,7410.881515641569,13638.310763232927
Africa,7479.522515621821,13495.7968124601
Africa,7548.7992816534315,13404.071603028398
Africa,7618.717702322999,13216.438081281467
Africa,7689.283720758305,12970.174772258593
Africa,7760.5033351335705,12735.988773280871
Africa,7832.382599179196,12399.212384245206
Africa,7904.927622696421,12119.432595497023
Africa,7978.14457207663,11937.570659744673
Africa,8052.03967082547,11696.766569643396
Africa,8126.6192000919455,11410.36649659205
Africa,8201.889499202203,11173.5905353062
Africa,8277.856966198473,10983.969346883972
Africa,8354.528058382872,10927.204218380473
Africa,8431.90929286625,10768.365064567914
Africa,8510.007247122247,10595.5762562007
Africa,8588.82855954625,10507.40748428749
Africa,8668.379930019773,10422.733712242385
Africa,8748.668120479913,10353.985522567476
Africa,8829.699955494081,10286.380090030038
Africa,8911.4823228402,10265.532859688448
Africa,8994.022174092044,10244.908331304898
Africa,9077.326525210223,10230.582265327097
Africa,9161.402457138522,10220.348604406217
Africa,9246.257116405734,10172.74708910806
Africa,9331.897715733237,10157.137786464355
Africa,9418.33153464795,10097.156430833638
Africa,9505.56592010119,9997.812802303186
Africa,9593.608287093146,9931.683519917207
Africa,9682.466119303122,9898.422168392553
Africa,9772.146969725723,9889.362213702492
Africa,9862.65846131282,9883.192282675238
Africa,9954.008287621518,9878.77529883033
Africa,10046.20421346813,9851.515655575651
Africa,10139.254075588142,9792.899166155643
Africa,10233.16578330245,9758.732097311386
Africa,10327.947319189525,9724.480758276615
Africa,10423.60673976401,9711.173536685217
Africa,10520.15217616159,9702.447791510596
Africa,10617.59183482999,9705.921523567966
Africa,10715.933998226712,9681.398478885823
Africa,10815.187025522891,9606.898132961513
Africa,10915.35935331391,9570.112752062472
Africa,11016.459496336569,9520.740035432595
Africa,11118.496048192697,9486.087275304777
Africa,11221.477682079802,9468.292301881796
Africa,11325.413151528126,9437.984829422076
Africa,11430.311291144786,9434.635306635504
Africa,11536.181017364785,9359.460044559008
Africa,11643.031329208758,9227.711092025595
Africa,11750.871309048076,9176.99542228632
Africa,11859.710123376706,8990.205226946397
Africa,11969.557023590429,8875.334949279615
Africa,12080.42134677329,8774.789250467793
Africa,12192.312516491094,8696.190115597468
Africa,12305.240043592616,8417.234312491688
Africa,12419.213527017846,8278.537129020862
Africa,12534.242654613994,8124.391741875046
Africa,12650.337203959038,7937.553316814003
Africa,12767.507043192643,7771.645755263931
Africa,12885.76213185518,7716.657952432941
Africa,13005.112521734098,7630.383623508277
Africa,13125.568357718426,7588.191114333243
Africa,13247.139878661175,7575.698659233194
Africa,13369.837418249452,7503.7377787601945
Africa,13493.671405883064,7476.0792234223945
Africa,13618.652367560828,7452.02095081228
Africa,13744.790926775366,7430.835187931472
Africa,13872.09780541621,7405.962493587504
Africa,14000.58382468096,7380.905294272117
Africa,14130.259905995335,7358.001509997672
Africa,14261.137071941297,7342.364966392572
Africa,14393.226447194065,7336.603564703615
Africa,14526.539259467812,7331.273485756965
Africa,14661.086840469829,7316.548957904536
Africa,14796.880626863964,7301.138384874268
Africa,14933.932161242534,7289.771396934715
Africa,15072.253093107554,7280.280378533989
Africa,15211.855179861048,7267.043254040587
Africa,15352.75028780421,7259.004748673886
Africa,15494.950393146315,7250.4462680086135
Africa,15638.467583022477,7242.677414455264
Africa,15783.314056521198,7237.100084695248
Africa,15929.50212572123,7222.968541327748
Africa,16077.04421673822,7207.750621325336
Africa,16225.952870780871,7183.41807464309
Africa,16376.24074521689,7178.7784769063455
Africa,16527.920614648974,7177.11023087524
Africa,16681.005372000593,7176.144720808012
Africa,16835.508029612007,7175.9149426798995
Africa,16991.441720346258,7172.50778735795
Africa,17148.819698705407,7167.535060963596
Africa,17307.655341957274,7162.498707720197
Africa,17467.962151272455,7150.308741324654
Africa,17629.75375287204,7143.849102424052
Africa,17793.04389918577,7133.422402269742
Africa,17957.84647002097,7125.047442591975
Africa,18124.175473742394,7125.047442591975
Africa,18292.04504846294,7118.846539303491
Africa,18461.469463245456,7113.778747985738
Africa,18632.4631193156,7108.986333723442
Africa,18805.040551285834,7107.794013023997
Africa,18979.21642839103,7104.285500372828
Africa,19155.00555573528,7098.457053373024
Africa,19332.42287555043,7105.981508500925
Africa,19511.483468466162,7108.3410981343695
Africa,19692.202554791733,7112.138181000061
Africa,19874.59549580986,7108.3410981343695
Africa,20058.677795082338,7114.918224827179
Africa,20244.46509976802,7119.261065427128
Africa,20431.973201952704,7125.866838815646
Africa,20621.218039991443,7129.228524170979
Africa,20812.215699863413,7129.228524170979
Africa,21004.98241653915,7142.3633186927345
Africa,21199.53457536069,7154.158859929974
Africa,21395.888713434215,7157.371383797116
Africa,21594.061521035674,7160.25360205699
Africa,21794.06984302958,7163.330686435671
Africa,21995.930680300746,7165.403394137984
Africa,22199.661191199524,7169.080443353879
Africa,22405.27869300018,7173.162761638032
Africa,22612.800663372793,7176.050834989311
Africa,22822.244741869006,7177.963217946401
Africa,23033.62873142131,7175.179188080614
Africa,23246.970599856457,7177.963217946401
Africa,23462.288481422627,7187.683205801819
Africa,23679.60067833079,7192.721385093787
Africa,23898.92566231053,7195.695992987944
Africa,24120.282076180072,7206.599543633224
Africa,24343.688735431082,7221.514968023181
Africa,24569.1646298279,7216.227136993746
Africa,24796.7289250216,7216.227136993746
Africa,25026.400964179218,7216.227136993746
Africa,25258.200269627847,7221.514968023181
Africa,25492.146544514202,7232.720128035338
Africa,25728.25967447932,7235.107211681892
Africa,25966.559729348723,7239.563534582487
Africa,26207.06696483855,7246.386219108769
Africa,26449.801824277198,7256.824491666951
Africa,26694.78494034318,7262.399250560471
Africa,26942.03713681882,7269.10862423515
Africa,27191.579430360187,7280.004644462435
Africa,27443.43303228368,7289.062321985632
Africa,27697.619350368906,7290.281672841158
Africa,27954.159990678534,7290.281672841158
Africa,28213.076759394706,7297.546467965338
Africa,28474.391664672476,7308.463044551876
Africa,28738.12691851069,7307.062576922563
Africa,29004.304938639914,7323.296962764204
Africa,29272.94835042813,7329.65811510455
Africa,29544.0799888038,7326.034803441282
Africa,29817.72290019673,7358.662760323068
Africa,30093.90034449724,7382.549401811442
Africa,30372.635797033116,7399.344072233137
Africa,30653.952950565235,7439.936801789121
Africa,30937.875717301366,7463.077295863487
Africa,31224.428230928577,7496.588470170257
Africa,31513.634848664828,7534.116947028857
Africa,31805.5201533292,7562.555007260182
Africa,32100.108955431686,7599.451407412811
Africa,32397.426295281955,7631.935189576937
Africa,32697.497445117682,7671.21493843654
Africa,33000.34791125289,7723.628720130426
Africa,33306.00343624588,7749.407829899549
Africa,33614.490001087615,7793.41911159915
Africa,33925.833827409915,7826.355406301198
Africa,34240.06137971425,7853.942321420993
Africa,34557.199367621426,7875.013373363757
Africa,34877.274748141775,7907.134879839432
Africa,35200.314727966754,7936.491420753357
Africa,35526.34676578139,7968.669711616336
Africa,35855.39857459817,8005.258661937265
Africa,36187.49812411284,8025.589709604847
Africa,36522.673643081755,8053.070502719933
Africa,36860.95362172154,8077.59265141213
Africa,37202.36681413066,8089.480698513811
Africa,37546.94224073336,8115.752340628743
Africa,37894.70919074671,8130.838397292023
Africa,38245.69722466999,8134.516865172836
Africa,38599.93617679763,8158.142272304165
Africa,38957.456157755005,8164.885594343796
Africa,39318.2875570577,8179.944088062237
Africa,39682.46104569486,8202.967344465455
Africa,40050.00757873611,8209.279611157483
Africa,40420.95839796302,8214.526985864764
Africa,40795.345034524486,8229.345408564513
Africa,41173.19931161679,8257.673332080987
Africa,41554.55334718879,8279.217445819024
Africa,41939.43955667186,8289.160886378402
Africa,42327.89065573544,8303.88954455411
Africa,42719.939663067766,8320.093859662979
Africa,43115.61990318228,8328.787465386027
Africa,43514.96500925054,8341.758916773964
Africa,43918.00892596086,8358.473950665522
Africa,44324.78591240392,8394.723410955783
Africa,44735.33054498463,8402.015228982134
Africa,45149.67772036102,8419.349551050043
Africa,45567.86265841068,8448.056087349854
Africa,45989.92090522438,8514.476032160437
Africa,46415.888336127726,8526.664658966238
Africa,46845.80115873046,8553.985810826714
Africa,47279.69591600391,8618.81151610299
Africa,47717.60948938751,8715.552566150953
Africa,48159.57910192351,8744.786597666072
Africa,48605.64232142129,8828.19866883984
Africa,49055.837063650455,8901.541438680426
Africa,49510.201595563514,9240.517391304087
Africa,49968.77453854889,9506.702328625732
Africa,50431.59487171359,9988.209598583891
Africa,50898.70193519674,10286.212047815976
Africa,51370.13543351338,11461.977470511381
Africa,51845.935438929126,12408.190196885593
Africa,52326.14239486667,12914.507761064182
Africa,52810.79711934331,13445.285571150212
Africa,53299.94080844082,14249.683256511542
Africa,53793.61503980697,14657.90390436261
Africa,54291.86177618943,14908.811323188584
Africa,54794.723369002924,15092.093836046752
Africa,55302.242561929,15299.465392427683
Africa,55814.462494549545,15460.15696877553
Africa,56331.42670601352,15658.102413991955
Africa,56853.179138737534,15715.320152045955
Africa,57379.764142141394,15871.172297129579
Africa,57911.22647641758,15916.692284614026
Africa,58447.61131633625,15958.244525573626
Africa,58988.96425508493,16061.911318409497
